0,0,0,1,-52.53421802747079,1
0,0,1,1,-54.81506654729243,0
0,1,0,4,-56.03683486265867,0
0,1,1,4,-54.81506654729243,1
0,2,0,1,-52.53421802747079,1
0,2,1,1,-54.81506654729243,0
0,3,0,5,-57.060288411092536,0
0,3,1,5,-54.81506654729243,1
0,4,0,1,-52.53421802747079,1
0,4,1,1,-54.81506654729243,0
0,5,0,4,-56.03683486265867,0
0,5,1,4,-54.81506654729243,1
0,6,0,1,-52.53421802747079,1
0,6,1,1,-54.81506654729243,0
0,7,0,3,-54.97672450875553,1
0,7,1,3,-54.81506654729243,0
0,8,0,4,-56.03683486265867,1
0,8,1,4,-54.81506654729243,0
0,9,0,7,-59.072398247282344,0
0,9,1,7,-54.81506654729243,1
0,10,0,1,-52.53421802747079,1
0,10,1,1,-54.81506654729243,0
0,11,0,4,-56.03683486265867,1
0,11,1,4,-54.81506654729243,0
0,12,0,7,-59.072398247282344,0
0,12,1,7,-54.81506654729243,1
0,13,0,1,-52.53421802747079,1
0,13,1,1,-54.81506654729243,0
0,14,0,5,-57.060288411092536,0
0,14,1,5,-54.81506654729243,1
0,15,0,1,-52.53421802747079,1
0,15,1,1,-54.81506654729243,0
0,16,0,4,-56.03683486265867,1
0,16,1,4,-54.81506654729243,0
0,17,0,5,-57.060288411092536,0
0,17,1,5,-54.81506654729243,1
0,18,0,1,-52.53421802747079,1
0,18,1,1,-54.81506654729243,0
0,19,0,4,-56.03683486265867,1
0,19,1,4,-54.81506654729243,0
0,20,0,7,-59.072398247282344,0
0,20,1,7,-54.81506654729243,1
0,21,0,1,-52.53421802747079,1
0,21,1,1,-54.81506654729243,0
0,22,0,4,-56.03683486265867,0
0,22,1,4,-54.81506654729243,1
0,23,0,1,-52.53421802747079,1
0,23,1,1,-54.81506654729243,0
0,24,0,2,-53.83386336800717,1
0,24,1,2,-54.81506654729243,0
0,25,0,4,-56.03683486265867,0
0,25,1,4,-54.81506654729243,1
0,26,0,1,-52.53421802747079,1
0,26,1,1,-54.81506654729243,0
0,27,0,3,-54.97672450875553,1
0,27,1,3,-54.81506654729243,0
0,28,0,5,-57.060288411092536,0
0,28,1,5,-54.81506654729243,1
0,29,0,1,-52.53421802747079,1
0,29,1,1,-54.81506654729243,0
0,30,0,3,-54.97672450875553,1
0,30,1,3,-54.81506654729243,0
0,31,0,5,-57.060288411092536,0
0,31,1,5,-54.81506654729243,1
0,32,0,1,-52.53421802747079,1
0,32,1,1,-54.81506654729243,0
0,33,0,3,-54.97672450875553,1
0,33,1,3,-54.81506654729243,0
0,34,0,7,-59.072398247282344,0
0,34,1,7,-54.81506654729243,1
0,35,0,1,-52.53421802747079,1
0,35,1,1,-54.81506654729243,0
0,36,0,2,-53.83386336800717,0
0,36,1,2,-54.81506654729243,1
0,37,0,1,-52.53421802747079,1
0,37,1,1,-54.81506654729243,0
0,38,0,3,-54.97672450875553,0
0,38,1,3,-54.81506654729243,1
0,39,0,1,-52.53421802747079,1
0,39,1,1,-54.81506654729243,0
0,40,0,5,-57.060288411092536,0
0,40,1,5,-54.81506654729243,1
0,41,0,1,-52.53421802747079,1
0,41,1,1,-54.81506654729243,0
0,42,0,3,-54.97672450875553,1
0,42,1,3,-54.81506654729243,0
0,43,0,7,-59.072398247282344,0
0,43,1,7,-54.81506654729243,1
0,44,0,1,-52.53421802747079,1
0,44,1,1,-54.81506654729243,0
0,45,0,3,-54.97672450875553,0
0,45,1,3,-54.81506654729243,1
0,46,0,1,-52.53421802747079,1
0,46,1,1,-54.81506654729243,0
0,47,0,2,-53.83386336800717,0
0,47,1,2,-54.81506654729243,1
0,48,0,1,-52.53421802747079,1
0,48,1,1,-54.81506654729243,0
0,49,0,4,-56.03683486265867,1
0,49,1,4,-54.81506654729243,0
0,50,0,5,-57.060288411092536,0
0,50,1,5,-54.81506654729243,1
0,51,0,1,-52.53421802747079,1
0,51,1,1,-54.81506654729243,0
0,52,0,3,-54.97672450875553,0
0,52,1,3,-54.81506654729243,1
0,53,0,1,-52.53421802747079,1
0,53,1,1,-54.81506654729243,0
0,54,0,4,-56.03683486265867,0
0,54,1,4,-54.81506654729243,1
0,55,0,1,-52.53421802747079,0
0,55,1,1,-54.81506654729243,1
0,56,0,1,-52.53421802747079,1
0,56,1,1,-54.81506654729243,0
0,57,0,2,-53.83386336800717,1
0,57,1,2,-54.81506654729243,0
0,58,0,5,-57.060288411092536,0
0,58,1,5,-54.81506654729243,1
0,59,0,1,-52.53421802747079,1
0,59,1,1,-54.81506654729243,0
0,60,0,5,-57.060288411092536,1
0,60,1,5,-54.81506654729243,0
0,61,0,6,-58.06912029866563,0
0,61,1,6,-54.81506654729243,1
0,62,0,1,-52.53421802747079,1
0,62,1,1,-54.81506654729243,0
0,63,0,2,-53.83386336800717,1
0,63,1,2,-54.81506654729243,0
0,64,0,5,-57.060288411092536,1
0,64,1,5,-54.81506654729243,0
0,65,0,7,-59.072398247282344,0
0,65,1,7,-54.81506654729243,1
0,66,0,1,-52.53421802747079,1
0,66,1,1,-54.81506654729243,0
0,67,0,2,-53.83386336800717,0
0,67,1,2,-54.81506654729243,1
0,68,0,1,-52.53421802747079,1
0,68,1,1,-54.81506654729243,0
0,69,0,3,-54.97672450875553,0
0,69,1,3,-54.81506654729243,1
0,70,0,1,-52.53421802747079,1
0,70,1,1,-54.81506654729243,0
0,71,0,5,-57.060288411092536,0
0,71,1,5,-54.81506654729243,1
0,72,0,1,-52.53421802747079,1
0,72,1,1,-54.81506654729243,0
0,73,0,5,-57.060288411092536,0
0,73,1,5,-54.81506654729243,1
0,74,0,1,-52.53421802747079,0
0,74,1,1,-54.81506654729243,1
0,75,0,1,-52.53421802747079,1
0,75,1,1,-54.81506654729243,0
0,76,0,2,-53.83386336800717,1
0,76,1,2,-54.81506654729243,0
0,77,0,6,-58.06912029866563,0
0,77,1,6,-54.81506654729243,1
0,78,0,1,-52.53421802747079,1
0,78,1,1,-54.81506654729243,0
0,79,0,3,-54.97672450875553,1
0,79,1,3,-54.81506654729243,0
0,80,0,5,-57.060288411092536,0
0,80,1,5,-54.81506654729243,1
0,81,0,1,-52.53421802747079,1
0,81,1,1,-54.81506654729243,0
0,82,0,5,-57.060288411092536,1
0,82,1,5,-54.81506654729243,0
0,83,0,7,-59.072398247282344,0
0,83,1,7,-54.81506654729243,1
0,84,0,1,-52.53421802747079,1
0,84,1,1,-54.81506654729243,0
0,85,0,2,-53.83386336800717,0
0,85,1,2,-54.81506654729243,1
0,86,0,1,-52.53421802747079,1
0,86,1,1,-54.81506654729243,0
0,87,0,3,-54.97672450875553,1
0,87,1,3,-54.81506654729243,0
0,88,0,5,-57.060288411092536,0
