Unnamed: 0,csa_code_origin,csa_code_dest,CarrID,yearq,Segid,seg_entry_tplus1,Dist,Dist_sq,pop_origin,pop_dest,ln2002pssgrdens,seg_entry_t,nonstop_comps,orig_share,dest_share,any_origin,any_dest,scheduled_flights,fstseats,busseats,ecoseats,scheduled_aircraft_max_take_off_weight,scheduled_aircraft_hold_volume,scheduled_aircraft_range_stat_miles,capacity_t,capacity_tplus1
4416,7,36,12,15,368,1,0.322295954,0.103874682,1103572,987535,11.35723026,0,0,0.408380714,0.272853337,1,1,0,0,0,0,0,0,0,0,0
4448,7,39,8,15,371,0,0.630735745,0.39782758,1103572,1174737,4.043051268,1,0,0.331344498,0.404070303,1,1,0,0,0,0,0,0,0,0,0
4518,7,45,6,15,377,1,1.45316827,2.11169802,1103572,4046571,10.22987338,0,1,0,0.359260717,0,1,0,0,0,0,0,0,0,0,0
4532,7,46,8,15,378,0,0.599090212,0.358909082,1103572,2361482,8.094378445,1,1,0.331344498,0.370961525,1,1,0,0,0,0,0,0,0,0,0
4544,7,47,8,15,379,0,0.47980041,0.230208433,1103572,998979,6.352629396,1,0,0.331344498,0.363522646,1,1,0,0,0,0,0,0,0,0,0
4556,7,48,8,15,380,0,1.868879066,3.492708962,1103572,402383,0,1,1,0.331344498,0.133252443,1,1,0,0,0,0,0,0,0,0,0
4676,7,58,8,15,390,1,0.461089812,0.212603815,1103572,2684639,10.67666975,0,2,0.331344498,0.100639874,1,1,0,0,0,0,0,0,0,0,0
4688,7,59,8,15,391,0,0.549548021,0.302003028,1103572,892635,3.761200116,1,0,0.331344498,0.428524982,1,1,0,0,0,0,0,0,0,0,0
4704,7,60,12,15,392,0,1.404793081,1.973443601,1103572,975476,0,1,0,0.408380714,0.333081631,1,1,0,0,0,0,0,0,0,0,0
4733,8,11,5,15,395,1,0.632933625,0.400604973,1489156,1130913,6.758094504,0,0,0.049245364,0.055223215,1,1,0,0,0,0,0,0,0,0,0
4736,8,11,8,15,395,1,0.632933625,0.400604973,1489156,1130913,6.758094504,0,0,0.221737802,0.337328493,1,1,0,0,0,0,0,0,0,0,0
4757,8,13,5,15,397,1,0.561147066,0.314886029,1489156,7927060,12.28576606,0,7,0.049245364,0.068640353,1,1,0,0,0,0,0,0,0,0,0
4777,8,15,1,15,399,0,0.32881987,0.108122507,1489156,1583869,11.61419061,1,4,0.089414469,0.018276841,1,1,0,0,0,0,0,0,0,0,0
4795,8,16,7,15,400,1,0.33864646,0.114681425,1489156,1737170,10.40055902,0,4,0.062897559,0.067962936,1,1,0,0,0,0,0,0,0,0,0
4804,8,17,4,15,401,0,0.230537458,0.053147519,1489156,2122711,11.43222504,1,1,0,3.50E-05,0,1,7,0,0,55.71428571,26.14285714,16.57142857,2300.142857,7,0
4824,8,18,12,15,402,1,0.629815224,0.396667216,1489156,5999411,12.36086883,0,1,0.553787694,0.100420687,1,1,0,0,0,0,0,0,0,0,0
4856,8,21,8,15,405,1,1.167217535,1.362396774,1489156,720756,8.117610746,0,2,0.221737802,0.126503543,1,1,0,0,0,0,0,0,0,0,0
4870,8,22,10,15,406,1,0.758082627,0.57468927,1489156,18825633,11.59527935,0,7,0,0.057405747,0,1,0,0,0,0,0,0,0,0,0
4877,8,23,5,15,407,0,0.806294623,0.650111019,1489156,4201036,11.50722927,1,4,0.049245364,0.124659824,1,1,0,0,0,0,0,0,0,0,0
4882,8,23,10,15,407,1,0.806294623,0.650111019,1489156,4201036,11.50722927,0,4,0,0.030940456,0,1,0,0,0,0,0,0,0,0,0
4925,8,27,5,15,411,1,0.250566891,0.062783767,1489156,1671898,6.603943825,0,1,0.049245364,0.046722081,1,1,0,0,0,0,0,0,0,0,0
4927,8,27,7,15,411,1,0.250566891,0.062783767,1489156,1671898,6.603943825,0,1,0.062897559,0.192930064,1,1,0,0,0,0,0,0,0,0,0
4932,8,27,12,15,411,0,0.250566891,0.062783767,1489156,1671898,6.603943825,1,1,0.553787694,0.137295662,1,1,0,0,0,0,0,0,0,0,0
4937,8,28,5,15,412,1,0.483285828,0.233565191,1489156,1279132,11.09111754,0,2,0.049245364,0.168418544,1,1,0,0,0,0,0,0,0,0,0
4955,8,29,11,15,413,1,1.585628542,2.514217873,1489156,1778129,11.43295109,0,2,0.018433595,0.037450208,1,1,0,0,0,0,0,0,0,0,3
4993,8,33,1,15,417,1,0.200766207,0.04030707,1489156,1280666,11.13197247,0,3,0.089414469,0.021001857,1,1,0,0,0,0,0,0,0,0,0
5065,8,39,1,15,423,0,0.614294235,0.377357408,1489156,1174737,5.771441123,1,0,0.089414469,0.159979038,1,1,0,0,0,0,0,0,0,0,0
5088,8,40,12,15,424,1,0.612309135,0.374922477,1489156,820051,5.579729826,0,1,0.553787694,0.250392465,1,1,0,0,0,0,0,0,0,0,0
5108,8,42,8,15,426,0,0.758273269,0.574978351,1489156,1265707,10.51480084,1,0,0.221737802,0.070940549,1,1,0,0,0,0,0,0,0,0,0
5128,8,44,4,15,428,1,0.674097927,0.454408015,1489156,5880912,10.84581633,0,4,0,0.020937007,0,1,0,0,0,0,0,0,0,0,0
5129,8,44,5,15,428,1,0.674097927,0.454408015,1489156,5880912,10.84581633,0,4,0.049245364,0.044410972,1,1,0,0,0,0,0,0,0,0,0
5165,8,47,5,15,431,1,0.442085982,0.195440015,1489156,998979,11.57618191,0,3,0.049245364,0.102795955,1,1,0,0,0,0,0,0,0,0,0
5184,8,48,12,15,432,0,1.812605955,3.28554035,1489156,402383,4.33073334,1,0,0.553787694,0.523564473,1,1,0,0,0,0,0,0,0,0,0
5201,8,50,5,15,434,0,1.743226463,3.038838501,1489156,2947222,10.7885559,1,1,0.049245364,0.078606178,1,1,0,0,0,0,0,0,0,0,0
5227,8,52,7,15,436,1,0.156116039,0.024372218,1489156,1222544,1.791759469,0,0,0.062897559,0.056113779,1,1,0,0,0,0,0,0,0,0,0
5305,8,59,1,15,443,0,0.514456464,0.264665454,1489156,892635,8.054840221,1,0,0.089414469,0.153626209,1,1,0,0,0,0,0,0,0,0,0
5491,9,23,7,15,458,1,2.356164113,5.551509326,566842,4201036,5.272999559,0,1,0.068352221,0.024567443,1,1,0,0,0,0,0,0,0,0,0
5496,9,23,12,15,458,1,2.356164113,5.551509326,566842,4201036,5.272999559,0,1,0.339756616,0.07772218,1,1,0,0,0,0,0,0,0,0,0
5516,9,25,8,15,460,0,2.834556725,8.034711827,566842,903467,0,1,0,0.412797302,0.506820516,1,1,0,0,0,0,0,0,0,0,0
5524,9,26,4,15,461,0,1.48241178,2.197544686,566842,5484883,5.908082938,1,1,0,0.55570724,0,1,5,0,0,50,21,9,1529,5,0
5525,9,26,5,15,461,0,1.48241178,2.197544686,566842,5484883,5.908082938,1,1,0.062674251,0.013946756,1,1,5,0,0,50,21,9,1529,5,0
5528,9,26,8,15,461,0,1.48241178,2.197544686,566842,5484883,5.908082938,1,1,0.412797302,0.175701878,1,1,0,0,0,0,0,0,0,0,0
5562,9,29,6,15,464,1,0.520781624,0.271213499,566842,1778129,11.23082777,0,2,0.028096819,0.179668487,1,1,0,0,0,0,0,0,0,0,0
5744,9,44,8,15,479,1,2.107701696,4.44240644,566842,5880912,4.17438727,0,2,0.412797302,0.228831097,1,1,0,0,0,0,0,0,0,0,0
5760,9,45,12,15,480,1,0.736642012,0.542641454,566842,4046571,10.94093341,0,5,0.339756616,0.352780483,1,1,0,0,0,0,0,0,0,0,0
5900,9,57,8,15,492,0,1.379971022,1.904320023,566842,2791682,5.099866428,1,2,0.412797302,0.288837857,1,1,0,0,0,0,0,0,0,0,0
5965,10,13,1,15,498,0,0.398205964,0.15856799,4473477,7927060,14.28016616,1,8,0.111916856,0.08306336,1,1,0,0,0,0,0,0,0,0,0
5968,10,13,4,15,498,1,0.398205964,0.15856799,4473477,7927060,14.28016616,0,8,0.039187882,0.022875317,1,1,0,0,0,0,0,0,0,0,0
5969,10,13,5,15,498,0,0.398205964,0.15856799,4473477,7927060,14.28016616,1,8,0.106684965,0.068640353,1,1,0,0,0,0,0,0,0,0,0
6003,10,16,3,15,501,1,0.637332335,0.406192505,4473477,1737170,10.38563589,0,7,0.082276416,0,1,0,0,0,0,0,0,0,0,0,2
6030,10,18,6,15,503,0,1.558454527,2.428780514,4473477,5999411,12.79779876,1,5,0.016055385,0.01546465,1,1,0,0,0,0,0,0,0,0,0
6037,10,19,1,15,504,0,1.761559318,3.103091231,4473477,2399620,12.45511783,1,7,0.111916856,0.043952796,1,1,0,0,0,0,0,0,0,0,0
6042,10,19,6,15,504,1,1.761559318,3.103091231,4473477,2399620,12.45511783,0,7,0.016055385,0.012308787,1,1,0,0,0,0,0,0,0,0,0
6054,10,20,6,15,505,0,0.611654193,0.374120852,4473477,4484542,13.09935879,1,4,0.016055385,0.019804366,1,1,0,0,0,0,0,0,0,0,0
6058,10,20,10,15,505,1,0.611654193,0.374120852,4473477,4484542,13.09935879,0,4,0.104421583,0.019738259,1,1,0,0,0,0,0,0,0,0,0
6068,10,21,8,15,506,0,2.065134025,4.264778541,4473477,720756,6.720220155,1,2,0.189327365,0.126503543,1,1,0,0,0,0,0,0,0,0,0
6095,10,23,11,15,508,1,1.258827637,1.584647019,4473477,4201036,13.15509191,0,7,0.132727524,0.078525192,1,1,0,0,0,0,0,0,0,0,0
6121,10,26,1,15,511,1,1.596403914,2.548505458,4473477,5484883,12.00736558,0,7,0.111916856,0.027511681,1,1,0,0,0,0,0,0,0,0,0
6125,10,26,5,15,511,1,1.596403914,2.548505458,4473477,5484883,12.00736558,0,7,0.106684965,0.013946756,1,1,0,0,0,0,0,0,0,0,0
6133,10,27,1,15,512,1,0.814022234,0.662632198,4473477,1671898,9.039789271,0,7,0.111916856,0.079051376,1,1,0,0,0,0,0,0,0,0,0
6144,10,27,12,15,512,0,0.814022234,0.662632198,4473477,1671898,9.039789271,1,7,0.14951588,0.137295662,1,1,0,0,0,0,0,0,0,0,0
6155,10,28,11,15,513,1,1.010886954,1.021892434,4473477,1279132,9.723762622,0,5,0.132727524,0.156220451,1,1,0,0,0,0,0,0,0,0,0
6180,10,30,12,15,515,1,1.252518011,1.568801369,4473477,1984954,11.25916806,0,7,0.14951588,0.391356833,1,1,0,0,0,0,0,0,0,0,0
6217,10,34,1,15,519,0,0.857153962,0.734712914,4473477,1540301,11.01335295,1,1,0.111916856,0.002100293,1,1,0,0,0,0,0,0,0,0,0
6226,10,34,10,15,519,0,0.857153962,0.734712914,4473477,1540301,11.01335295,1,1,0.104421583,0.001517327,1,1,0,0,0,0,0,0,0,0,0
6241,10,36,1,15,521,1,1.366965041,1.868593423,4473477,987535,9.621986339,0,5,0.111916856,0.164498655,1,1,0,0,0,0,0,0,0,0,0
6311,10,41,11,15,526,0,0.46751322,0.218568611,4473477,1672386,10.2510057,1,5,0.132727524,0.056039778,1,1,0,0,0,0,0,0,0,0,0
6340,10,44,4,15,529,1,0.279091858,0.077892265,4473477,5880912,13.40895936,0,4,0.039187882,0.020937007,1,1,0,0,0,0,0,0,0,0,0
6355,10,45,7,15,530,0,2.295800133,5.270698252,4473477,4046571,12.08518668,1,6,0.061069411,0.025862092,1,1,0,0,0,0,0,0,0,0,0
6375,10,47,3,15,532,1,0.611594927,0.374048354,4473477,998979,11.78677734,0,6,0.082276416,0.01833032,1,1,0,0,0,0,0,0,0,0,2
6383,10,47,11,15,532,1,0.611594927,0.374048354,4473477,998979,11.78677734,0,6,0.132727524,0.080618458,1,1,0,0,0,0,0,0,0,0,0
6404,10,49,8,15,534,1,1.251808767,1.56702519,4473477,565956,11.50637405,0,6,0.189327365,0.28823068,1,1,0,0,0,0,0,0,0,0,3
6421,10,51,1,15,536,0,1.762084839,3.10494298,4473477,1932720,8.583542572,1,3,0.111916856,0.19430921,1,1,0,0,0,0,0,0,0,0,0
6459,10,54,3,15,539,1,1.679103213,2.8193876,4473477,,12.01048954,0,5,0.082276416,0.105681862,1,1,0,0,0,0,0,0,0,0,0
6469,10,55,1,15,540,1,2.099595728,4.408302222,4473477,1072748,11.69466352,0,5,0.111916856,0.031154516,1,1,0,0,0,0,0,0,0,0,0
6504,10,57,12,15,542,1,1.043627207,1.089157746,4473477,2791682,12.09511315,0,3,0.14951588,0.308670904,1,1,0,0,0,0,0,0,0,0,0
6534,10,60,6,15,545,1,2.283699429,5.21528308,4473477,975476,6.079933195,0,1,0.016055385,0.017651157,1,1,0,0,0,0,0,0,0,0,0
6557,11,13,5,15,547,1,0.295547118,0.087348099,1130913,7927060,12.19442002,0,3,0.056586988,0.068640353,1,1,0,0,0,0,0,0,0,0,0
6581,11,15,5,15,549,0,0.545874389,0.297978849,1130913,1583869,11.57930292,1,3,0.056586988,0.016236079,1,1,0,0,0,0,0,0,0,0,0
6596,11,16,8,15,550,0,0.295310983,0.087208577,1130913,1737170,0,1,4,0.331077305,0.413562889,1,1,0,0,0,0,0,0,0,0,0
6599,11,16,11,15,550,0,0.295310983,0.087208577,1130913,1737170,0,1,4,0.105234708,0.023678934,1,1,0,0,0,0,0,0,0,0,0
6607,11,17,7,15,551,1,0.409721388,0.167871615,1130913,2122711,10.76136497,0,2,0.080106364,2.90E-05,1,1,0,0,0,0,0,0,0,0,3
6613,11,18,1,15,552,0,1.211021427,1.466572897,1130913,5999411,9.955035814,1,3,0.000142175,0.699374464,1,1,2,0,0,70,34,23,2283,2,0
6620,11,18,8,15,552,0,1.211021427,1.466572897,1130913,5999411,9.955035814,1,3,0.331077305,0.10070004,1,1,0,0,0,0,0,0,0,0,0
6632,11,19,8,15,553,0,1.368794099,1.873597286,1130913,2399620,6.398594935,1,5,0.331077305,0.312013552,1,1,0,0,0,0,0,0,0,0,0
6646,11,20,10,15,554,1,0.220854017,0.048776497,1130913,4484542,11.75297333,0,2,0.047856609,0.019738259,1,1,0,0,0,0,0,0,0,0,0
6673,11,23,1,15,557,1,1.186099439,1.40683188,1130913,4201036,9.09346942,0,5,0.000142175,0.397183018,1,1,0,0,0,0,0,0,0,0,0
6677,11,23,5,15,557,0,1.186099439,1.40683188,1130913,4201036,9.09346942,1,5,0.056586988,0.124659824,1,1,0,0,0,0,0,0,0,0,0
6680,11,23,8,15,557,1,1.186099439,1.40683188,1130913,4201036,9.09346942,0,5,0.331077305,0.12599259,1,1,0,0,0,0,0,0,0,0,0
6683,11,23,11,15,557,0,1.186099439,1.40683188,1130913,4201036,9.09346942,1,5,0.105234708,0.078525192,1,1,0,0,0,0,0,0,0,0,0
6713,11,26,5,15,560,1,1.282633293,1.645148164,1130913,5484883,8.974871171,0,2,0.056586988,0.013946756,1,1,0,0,0,0,0,0,0,0,0
6725,11,27,5,15,561,1,0.449358706,0.201923247,1130913,1671898,5.902633333,0,1,0.056586988,0.046722081,1,1,0,0,0,0,0,0,0,0,0
6740,11,28,8,15,562,1,0.874773841,0.765229272,1130913,1279132,6.472346295,0,3,0.331077305,0.256970619,1,1,0,0,0,0,0,0,0,0,0
6779,11,31,11,15,565,0,1.004630535,1.009282511,1130913,1999994,10.69267192,1,5,0.105234708,0.080456576,1,1,0,0,0,0,0,0,0,0,0
6785,11,32,5,15,566,1,0.460575106,0.212129428,1130913,9398855,12.30162371,0,5,0.056586988,0.014403358,1,1,0,0,0,0,0,0,0,0,0
6824,11,35,8,15,569,0,0.745063993,0.555120353,1130913,3167666,10.72046611,1,2,0.331077305,0.181957529,1,1,2,16,0,132,77,39,3418,2,0
6908,11,42,8,15,576,1,1.126124835,1.268157144,1130913,1265707,7.243512975,0,1,0.331077305,0.070940549,1,1,0,0,0,0,0,0,0,0,0
6931,11,44,7,15,578,0,0.277472799,0.076991154,1130913,5880912,11.71089069,1,2,0.080106364,0.036119232,1,1,0,0,0,0,0,0,0,0,0
6960,11,46,12,15,580,0,0.184744218,0.034130426,1130913,2361482,11.63790918,1,1,0.221781465,0.137689278,1,1,0,0,0,0,0,0,0,0,0
6968,11,47,8,15,581,1,0.488082672,0.238224695,1130913,998979,7.963807953,0,2,0.331077305,0.363522646,1,1,0,0,0,0,0,0,0,0,0
6972,11,47,12,15,581,0,0.488082672,0.238224695,1130913,998979,7.963807953,1,2,0.221781465,0.2160573,1,1,0,0,0,0,0,0,0,0,0
7001,11,50,5,15,584,1,2.187235519,4.783999218,1130913,2947222,7.993957548,0,1,0.056586988,0.078606178,1,1,0,0,0,0,0,0,0,0,0
7100,11,58,8,15,592,1,1.055816712,1.11474893,1130913,2684639,9.12489141,0,4,0.331077305,0.100639874,1,1,0,0,0,0,0,0,0,0,0
7132,12,13,4,15,595,0,2.306916621,5.321864296,12713660,7927060,13.31887051,1,10,0.054401917,0.022875317,1,1,0,0,0,0,0,0,0,0,0
7133,12,13,5,15,595,1,2.306916621,5.321864296,12713660,7927060,13.31887051,0,10,0.091068997,0.068640353,1,1,0,0,0,0,0,0,0,0,0
7168,12,16,4,15,598,1,1.992583503,3.970389015,12713660,1737170,10.57479804,0,5,0.054401917,0.036118208,1,1,0,0,0,0,0,0,0,0,0
7193,12,18,5,15,600,0,1.232990704,1.520266075,12713660,5999411,14.14396646,1,6,0.091068997,0.021435132,1,1,0,0,0,0,0,0,0,0,0
7213,12,20,1,15,602,0,1.994124598,3.976532914,12713660,4484542,12.85749117,1,6,0.161001819,0.033016314,1,1,0,0,0,0,0,0,0,0,0
7222,12,20,10,15,602,0,1.994124598,3.976532914,12713660,4484542,12.85749117,1,6,0.161090764,0.019738259,1,1,0,0,0,0,0,0,0,0,0
7228,12,21,4,15,603,0,0.711747618,0.506584672,12713660,720756,11.30142635,1,3,0.054401917,0.041287164,1,1,0,0,0,0,0,0,0,0,0
7261,12,24,1,15,606,1,0.948192601,0.899069208,12713660,447211,10.13420237,0,6,0.161001819,0,1,0,0,0,0,0,0,0,0,0,2
7267,12,24,7,15,606,1,0.948192601,0.899069208,12713660,447211,10.13420237,0,6,0.036108283,0.074944604,1,1,0,0,0,0,0,0,0,0,3
7297,12,27,1,15,609,1,1.812241007,3.284217468,12713660,1671898,10.67475251,0,6,0.161001819,0.079051376,1,1,0,0,0,0,0,0,0,0,0
7306,12,27,10,15,609,0,1.812241007,3.284217468,12713660,1671898,10.67475251,1,6,0.161090764,0.012885999,1,1,0,0,0,0,0,0,0,0,0
7308,12,27,12,15,609,1,1.812241007,3.284217468,12713660,1671898,10.67475251,0,6,0.258460251,0.137295662,1,1,0,0,0,0,0,0,0,0,0
7313,12,28,5,15,610,1,2.148265551,4.615044878,12713660,1279132,7.993957548,0,4,0.091068997,0.168418544,1,1,0,0,0,0,0,0,0,0,0
7333,12,30,1,15,612,1,1.361172645,1.852790969,12713660,1984954,11.89934366,0,5,0.161001819,0.099076085,1,1,0,0,0,0,0,0,0,0,0
7337,12,30,5,15,612,0,1.361172645,1.852790969,12713660,1984954,11.89934366,1,5,0.091068997,0.053190716,1,1,0,0,0,0,0,0,0,0,0
7342,12,30,10,15,612,1,1.361172645,1.852790969,12713660,1984954,11.89934366,0,5,0.161090764,0.068011803,1,1,0,0,0,0,0,0,0,0,0
7361,12,32,5,15,614,0,1.754310759,3.077606241,12713660,9398855,14.46729602,1,8,0.091068997,0.014403358,1,1,0,0,0,0,0,0,0,0,0
7373,12,33,5,15,615,1,1.614651138,2.607098296,12713660,1280666,11.8522935,0,1,0.091068997,0.026978908,1,1,0,0,0,0,0,0,0,0,0
7381,12,34,1,15,616,1,1.753525387,3.074851282,12713660,1540301,10.81118144,0,4,0.161001819,0.002100293,1,1,0,0,0,0,0,0,0,0,0
7385,12,34,5,15,616,0,1.753525387,3.074851282,12713660,1540301,10.81118144,1,4,0.091068997,0.006668403,1,1,0,0,0,0,0,0,0,0,0
7393,12,35,1,15,617,1,1.521484208,2.314914196,12713660,3167666,13.19295417,0,4,0.161001819,0.034583261,1,1,0,0,0,0,0,0,0,0,0
7402,12,35,10,15,617,0,1.521484208,2.314914196,12713660,3167666,13.19295417,1,4,0.161090764,0.041996332,1,1,0,0,0,0,0,0,0,0,0
7405,12,36,1,15,618,1,1.668236713,2.783013731,12713660,987535,11.64532121,0,5,0.161001819,0.164498655,1,1,0,0,0,0,0,0,0,0,0
7408,12,36,4,15,618,1,1.668236713,2.783013731,12713660,987535,11.64532121,0,5,0.054401917,0.135554876,1,1,0,0,0,0,0,0,0,0,0
7422,12,37,6,15,619,1,0.356667338,0.12721159,12713660,4162783,15.28905979,0,8,0.047619076,0.039522773,1,1,0,0,0,0,0,0,0,0,0
7434,12,38,6,15,620,1,2.484275805,6.171626275,12713660,140407,13.05357691,0,8,0.047619076,0.031942227,1,1,0,0,0,0,0,0,0,0,0
7441,12,39,1,15,621,0,1.184874796,1.403928282,12713660,1174737,8.122371243,1,3,0.161001819,0.159979038,1,1,0,0,0,0,0,0,0,0,0
7465,12,41,1,15,623,0,2.367174395,5.603514615,12713660,1672386,7.670428522,1,1,0.161001819,0.061698182,1,1,0,0,0,0,0,0,0,0,0
7505,12,44,5,15,626,0,2.396960426,5.745419282,12713660,5880912,12.6166878,1,6,0.091068997,0.044410972,1,1,0,0,0,0,0,0,0,0,0
7516,12,45,4,15,627,0,0.368594779,0.135862111,12713660,4046571,14.46319531,1,6,0.054401917,0.026641162,1,1,0,0,0,0,0,0,0,0,0
7519,12,45,7,15,627,1,0.368594779,0.135862111,12713660,4046571,14.46319531,0,6,0.036108283,0.025862092,1,1,0,0,0,0,0,0,0,0,0
7528,12,46,4,15,628,1,2.133137529,4.550275717,12713660,2361482,12.46675473,0,5,0.054401917,0.014148972,1,1,0,0,0,0,0,0,0,0,0
7536,12,46,12,15,628,0,2.133137529,4.550275717,12713660,2361482,12.46675473,1,5,0.258460251,0.137689278,1,1,0,0,0,0,0,0,0,0,0
7597,12,52,1,15,634,0,1.842922876,3.396364727,12713660,1222544,7.772331575,1,1,0.161001819,0.044220591,1,1,0,0,0,0,0,0,0,0,0
7608,12,52,12,15,634,0,1.842922876,3.396364727,12713660,1222544,7.772331575,1,1,0.258460251,0.348233459,1,1,0,0,0,0,0,0,0,0,0
7613,12,53,5,15,635,0,0.956436902,0.914771547,12713660,3259945,13.9911297,1,9,0.091068997,0.070869624,1,1,0,0,0,0,0,0,0,0,0
7645,12,56,1,15,638,1,0.361297304,0.130535742,12713660,2050618,13.94311014,0,3,0.161001819,0.042652634,1,1,0,0,0,0,0,0,0,0,0
7646,12,56,2,15,638,1,0.361297304,0.130535742,12713660,2050618,13.94311014,0,3,0.055683098,0.060717595,1,1,0,0,0,0,0,0,0,0,0
7661,12,57,5,15,639,0,1.589473059,2.526424605,12713660,2791682,13.15131034,1,7,0.091068997,0.026274917,1,1,0,0,0,0,0,0,0,0,0
7669,12,58,1,15,640,0,2.154997139,4.644012669,12713660,2684639,11.3580245,1,8,0.161001819,0.105944733,1,1,0,0,0,0,0,0,0,0,0
7681,12,59,1,15,641,1,1.279886213,1.638108717,12713660,892635,10.13863872,0,1,0.161001819,0.153626209,1,1,0,0,0,0,0,0,0,0,0
7688,12,59,8,15,641,0,1.279886213,1.638108717,12713660,892635,10.13863872,1,1,0.108938696,0.428524982,1,1,0,0,0,0,0,0,0,0,0
7711,13,14,7,15,643,0,0.310943983,0.09668616,7927060,2106336,12.78219151,1,4,0.05333919,0.028271462,1,1,0,0,0,0,0,0,0,0,0
7721,13,15,5,15,644,1,0.33017166,0.109013325,7927060,1583869,13.37581729,0,4,0.069375162,0.016236079,1,1,0,0,0,0,0,0,0,0,0
7750,13,17,10,15,646,0,0.41033168,0.168372088,7927060,2122711,12.8850778,1,3,0.174021888,0.006708787,1,1,0,0,0,0,0,0,0,0,0
7756,13,18,4,15,647,0,1.189894224,1.415848263,7927060,5999411,13.54150257,1,6,0.023307874,0.012489386,1,1,0,0,0,0,0,0,0,0,0
7758,13,18,6,15,647,0,1.189894224,1.415848263,7927060,5999411,13.54150257,1,6,0.017884908,0.01546465,1,1,0,0,0,0,0,0,0,0,0
7762,13,18,10,15,647,0,1.189894224,1.415848263,7927060,5999411,13.54150257,1,6,0.174021888,0.024599036,1,1,0,0,0,0,0,0,0,0,0
7764,13,18,12,15,647,1,1.189894224,1.415848263,7927060,5999411,13.54150257,0,6,0.221818532,0.100420687,1,1,0,0,0,0,0,0,0,0,0
7765,13,19,1,15,648,1,1.484145813,2.202688795,7927060,2399620,13.43824653,0,8,0.083019523,0.043952796,1,1,0,0,0,0,0,0,0,0,0
7766,13,19,2,15,648,0,1.484145813,2.202688795,7927060,2399620,13.43824653,1,8,0.005259873,0.014075645,1,1,0,0,0,0,0,0,0,0,0
7770,13,19,6,15,648,1,1.484145813,2.202688795,7927060,2399620,13.43824653,0,8,0.017884908,0.012308787,1,1,0,0,0,0,0,0,0,0,0
7777,13,20,1,15,649,0,0.398994551,0.159196652,7927060,4484542,13.12836135,1,6,0.083019523,0.033016314,1,1,0,0,0,0,0,0,0,0,0
7780,13,20,4,15,649,0,0.398994551,0.159196652,7927060,4484542,13.12836135,1,6,0.023307874,0.015859273,1,1,0,0,0,0,0,0,0,0,0
7781,13,20,5,15,649,1,0.398994551,0.159196652,7927060,4484542,13.12836135,0,6,0.069375162,0.016778678,1,1,0,0,0,0,0,0,0,0,0
7802,13,22,2,15,651,0,0.209798763,0.044015521,7927060,18825633,13.94290239,1,8,0.005259873,0.002698755,1,1,0,0,0,0,0,0,0,0,0
7817,13,23,5,15,652,0,0.920276294,0.846908458,7927060,4201036,13.67964158,1,9,0.069375162,0.124659824,1,1,0,0,0,0,0,0,0,0,0
7826,13,24,2,15,653,1,2.101008001,4.414234619,7927060,447211,7.035268599,0,4,0.005259873,0.134053389,1,1,0,0,0,0,0,0,0,0,0
7861,13,27,1,15,656,0,0.497358194,0.247365173,7927060,1671898,11.42768343,1,6,0.083019523,0.079051376,1,1,0,0,0,0,0,0,0,0,0
7892,13,29,8,15,658,1,2.085855381,4.350792671,7927060,1778129,12.72088531,0,8,0.233404007,0.073692035,1,1,0,0,0,0,0,0,0,0,0
7901,13,30,5,15,659,1,0.947779255,0.898285516,7927060,1984954,11.85066832,0,5,0.069375162,0.053190716,1,1,0,0,0,0,0,0,0,0,0
7913,13,31,5,15,660,1,0.753342108,0.567524332,7927060,1999994,13.41071173,0,6,0.069375162,0.145290327,1,1,0,0,0,0,0,0,0,0,0
7924,13,32,4,15,661,0,0.596740953,0.356099765,7927060,9398855,14.30776969,1,8,0.023307874,0.017411564,1,1,0,0,0,0,0,0,0,0,0
7925,13,32,5,15,661,0,0.596740953,0.356099765,7927060,9398855,14.30776969,1,8,0.069375162,0.014403358,1,1,0,0,0,0,0,0,0,0,0
7926,13,32,6,15,661,1,0.596740953,0.356099765,7927060,9398855,14.30776969,0,8,0.017884908,0.012389433,1,1,0,0,0,0,0,0,0,0,0
7931,13,32,11,15,661,0,0.596740953,0.356099765,7927060,9398855,14.30776969,1,8,0.09880462,0.012891072,1,1,0,0,0,0,0,0,0,0,0
7933,13,33,1,15,662,0,0.761832765,0.580389162,7927060,1280666,11.4711551,1,4,0.083019523,0.021001857,1,1,0,0,0,0,0,0,0,0,0
7951,13,34,7,15,663,1,0.633649284,0.401511415,7927060,1540301,11.22665573,0,2,0.05333919,0.187923832,1,1,0,0,0,0,0,0,0,0,0
7961,13,35,5,15,664,0,0.939462095,0.882589027,7927060,3167666,13.03923174,1,5,0.069375162,0.008346169,1,1,0,0,0,0,0,0,0,0,0
7972,13,36,4,15,665,1,0.969576726,0.940079027,7927060,987535,11.88101403,0,6,0.023307874,0.135554876,1,1,0,0,0,0,0,0,0,0,0
7973,13,36,5,15,665,1,0.969576726,0.940079027,7927060,987535,11.88101403,0,6,0.069375162,0.082311781,1,1,0,0,0,0,0,0,0,0,0
7985,13,37,5,15,666,0,2.451124885,6.008013202,7927060,4162783,13.19035094,1,8,0.069375162,0.052295671,1,1,0,0,0,0,0,0,0,0,0
