MAPE
2.643942781068025
3.7278059347911716
1.711343112146686
3.5748201434252413
2.670961993379194
4.204786729547547
2.6005011402196887
2.6087357753056484
2.126953073335045
2.827460602414312
5.392788590046997
1.0799226423662378
2.731042013559636
4.544825872081599
3.270740084299721
2.9845312572382356
2.3742602301471716
5.17772756008877
2.4876489990567396
2.8011521473117917
2.2934033326398975
2.455090615582504
2.6745221651444684
3.1139166718666713
2.032977304646202
5.827259545333876
2.0617698681372554
3.1956030836122062
2.3486201955022055
7.4231638812341005
3.3049627534775228
1.0727724658944116
4.257623681990466
2.8046737662082566
3.0858269297531082
3.214292701951819
2.370274135968531
3.150446498422092
1.1308292857768598
5.183452967355941
6.103837069334887
2.5186252398391598
6.084637083703169
7.695933699344845
3.233222857559653
1.9546332750702655
1.9846664944827321
6.44959058418235
2.651524747116676
4.3974216209223576
2.2594674050477224
6.773913672543887
3.064635524109751
2.1728280999062166
2.356773422622415
6.7975420767275025
2.6781970912844066
3.121494807407801
4.251259639007118
4.169752016512741
7.49828983516082
4.778879907766041
5.879353470133621
2.8848788948500803
5.353907074720421
3.2793124679458088
1.7410690559148936
3.5447337479409944
3.173977313796988
10.404226224176675
2.8619854015147705
4.491969966787248
2.379040439250079
2.1601340318854243
4.889889212584624
2.8626579529997787
2.761210712338751
5.038618607256965
8.039296858523116
1.66232940634518
6.645109903705047
2.408639328708806
6.8066585777449475
2.9928522100090773
2.1090643779127016
6.22233757856276
1.9521997181071293
2.614928698545367
3.285613041019184
1.940652740117348
3.7727323114333444
4.960652225633782
3.0847756446383343
2.9041310409437737
3.89926400679255
3.91989132753809
2.3285324295222907
3.271514575164425
3.3584500769750427
2.683562411777233
